cluster_id,tier,capsule_id,capsule_path,line_no,section,risk,discipline,category,resolved,text
811be4cabd7b8dd9,A,capsule:eisa_ii:avc_isquemico_investigacao_etiologica_e_prevencao_secundaria,capsules/EISA_II/avc_isquemico_investigacao_etiologica_e_prevencao_secundaria.md,115,cards minimos,high,EISA_II,contraindicacao_interacao,False,| HAS-BLED ≥ 3 | Alto risco de sangramento — não é contraindicação automática | pegadinha |
03cad0dfe236ded3,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,36,palavras-ancora,high,EISA_II,janela_temporal,True,"tenecteplase · 4,5 h · DWI–FLAIR/perfusão · grande vaso · seleção até 24 h."
bfe25fe8ab0164b6,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,55,trombolise intravenosa,high,EISA_II,cutoff_escore_estadiamento,False,- Déficit **incapacitante** pode justificar trombólise mesmo com NIHSS baixo; não
425c7aa73d541d80,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,61,trombolise intravenosa,high,EISA_II,contraindicacao_interacao,False,- Início desconhecido não é contraindicação automática: pacientes selecionados
e69249d8ce4fd52f,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,79,suporte que nao deve virar alvo automatico,high,EISA_II,dose_via_intervalo,False,Controle intensivo de glicose para 80–130 mg/dL não melhora desfecho e não é
c6391d61a5c746c2,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,106,dados de precisao,high,EISA_II,janela_temporal,True,"| IVT padrão | alteplase ou tenecteplase até 4,5 h se elegível | AHA/ASA 2026, Top Things 2 | CURRENT_VERIFIED |"
6fc52185f04a5058,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,109,dados de precisao,high,EISA_II,janela_temporal,True,"| EVT até 24 h | seleção clínica e por imagem | AHA/ASA 2026, Top Things 4–6 | CURRENT_VERIFIED |"
397d386bceca175a,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,123,conduta e guardrails,high,EISA_II,contraindicacao_interacao,False,"- Guardrail: seleção e dose reais exigem protocolo, contraindicações completas,"
72edca99565f10db,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,146,cards minimos,high,EISA_II,contraindicacao_interacao,False,| Wake-up stroke exclui IVT? | não automaticamente; pode haver seleção por imagem | contraindicação |
bdc577f17618e82d,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,158,revisao,high,EISA_II,cutoff_escore_estadiamento,False,imagem e trombectomia sem usar duração de sintomas ou NIHSS como corte isolado.
db2e3334ae6ce788,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,60,trombolise intravenosa,high,EISA_II,contraindicacao_interacao,False,os critérios correspondentes. - Início desconhecido não é contraindicação automática: pacientes selecionados
80b6a463ca4e4441,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,79,suporte que nao deve virar alvo automatico,high,EISA_II,cutoff_escore_estadiamento,False,Controle intensivo de glicose para 80–130 mg/dL não melhora desfecho e não é recomendado. Redução intensiva de PAS para <140 mmHg após trombólise/trombectomia
1506420b08a33142,A,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,122,conduta e guardrails,high,EISA_II,contraindicacao_interacao,False,"- Definitiva: IVT e/ou EVT conforme elegibilidade, sem atrasos sequenciais evitáveis. - Guardrail: seleção e dose reais exigem protocolo, contraindicações completas,"
097bcdd03a9a0d08,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,50,dados de precisao,high,EISA_II,contraindicacao_interacao,False,| Regra de sincronia (evitar dissinergismo) | Parassimpático ativo → pudendo inativo; simpático ativo → pudendo ativo | Bexiga_neuroge_nica p.1; APOSTILA p.153 | CONFIRMADO |
3aba0ee3712bce4d,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,54,dados de precisao,high,EISA_II,contraindicacao_interacao,False,| Contraindicação por comorbidade | HAS descontrolada → NÃO usar β3-agonista (simpaticomimético); glaucoma de ângulo estreito/fechado → NÃO usar antimuscarínico | Bexiga_neuroge_nica p.3; Uro_BEXIGA_NEUROGA_NICA p.2; APOSTILA p.154 | CONFIRMADO (3 fontes convergentes) |
1dab758342734a8d,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,55,dados de precisao,high,EISA_II,dose_via_intervalo,False,| Botox intravesical | 2ª linha (falha do tratamento clínico); dose 100-300U; efeito dura 7-11 meses (reaplicação contínua) | Uro_BEXIGA_NEUROGA_NICA p.2; slide p.7 | CONFIRMADO |
2dcf52625dea9659,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,56,dados de precisao,high,EISA_II,contraindicacao_interacao,False,| Contraindicações do Botox intravesical | Miastenia gravis (ou miastenia-like); síndrome de Eaton-Lambert; gestação; amamentação; hemofilia/coagulopatia; uso de aminoglicosídeo (gentamicina/amicacina) potencializa o bloqueio neuromuscular da toxina | slide p.7; Bexiga_neuroge_nica p.3; Uro_BEXIGA_NEUROGA_NICA p.2; APOSTILA p.155 | CONFIRMADO (4 fontes convergentes) |
c07cd63b0011ced0,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,88,conduta,high,EISA_II,contraindicacao_interacao,False,"- Condição da conduta: escolha da droga (antimuscarínico x β3-agonista) condicionada à comorbidade (glaucoma de ângulo estreito x HAS descontrolada); botox contraindicado em miastenia, Eaton-Lambert, gestação/amamentação, coagulopatia, uso de aminoglicosídeo."
e5e5e088141630a2,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,108,cards minimos,high,EISA_II,contraindicacao_interacao,False,| Bexiga hiperativa + HAS descontrolada — droga contraindicada | β3-agonista (mirabegrona) | pegadinha |
58c275fecb0f1eff,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,109,cards minimos,high,EISA_II,contraindicacao_interacao,False,| Bexiga hiperativa + glaucoma de ângulo estreito — droga contraindicada | Antimuscarínico | pegadinha |
0f1fc09324368f89,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,116,cards minimos,high,EISA_II,contraindicacao_interacao,False,"| Contraindicações do botox intravesical | Miastenia gravis, Eaton-Lambert, gestação/amamentação, coagulopatia, aminoglicosídeo | dado |"
98dc3d9d86b189d7,A,capsule:eisa_ii:bexiga_neurogenica,capsules/EISA_II/bexiga_neurogenica.md,87,conduta,high,EISA_II,contraindicacao_interacao,False,"- Definitiva: hiperatividade detrusora refratária → botox intravesical → neuromodulação sacral; déficit de complacência refratário a tratamento clínico → enterocistoplastia; padrão arreflexo → CIC definitivo. - Condição da conduta: escolha da droga (antimuscarínico x β3-agonista) condicionada à comorbidade (glaucoma de ângulo estreito x HAS descontrolada); botox contraindicado em miastenia, Eaton-Lambert, gestação/amamentação, coagulopatia, uso de aminoglicosídeo."
0bb7b7156d45e3ed,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,28,pivo clinico,medium,EISA_II,cutoff_escore_estadiamento,False,"(1) O corte de PSA que indica biópsia muda com a idade: PSA 4–10 ng/ml só usa a relação livre/total <10% como critério em pacientes **>55 anos**; em pacientes **até 55 anos**, o corte é PSA >2,5 ng/ml isoladamente — aplicar o critério de livre/total fora dessa faixa etária é o erro clássico. (2) Após prostatectomia radical, recidiva bioquímica com perfil de baixo risco pré-operatório (PSA pré ≤10, Gleason <7, sem invasão de vesícula seminal, PSA detectável só após 2 anos, margem cirúrgica positiva) sugere recidiva **local** → radioterapia de resgate na loja prostática; perfil de alto risco (PSA pré >20, Gleason ≥7, invasão de vesícula seminal, PSA detectável <2 anos, margem negativa) sugere recidiva **sistêmica** → tratamento hormonal. Tratar como sistêmica um caso de padrão local (ou vice-versa) é o erro central da prova nesse tópico."
9fcc5643d4101be7,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,28,pivo clinico,medium,EISA_II,dose_via_intervalo,False,"(1) O corte de PSA que indica biópsia muda com a idade: PSA 4–10 ng/ml só usa a relação livre/total <10% como critério em pacientes **>55 anos**; em pacientes **até 55 anos**, o corte é PSA >2,5 ng/ml isoladamente — aplicar o critério de livre/total fora dessa faixa etária é o erro clássico. (2) Após prostatectomia radical, recidiva bioquímica com perfil de baixo risco pré-operatório (PSA pré ≤10, Gleason <7, sem invasão de vesícula seminal, PSA detectável só após 2 anos, margem cirúrgica positiva) sugere recidiva **local** → radioterapia de resgate na loja prostática; perfil de alto risco (PSA pré >20, Gleason ≥7, invasão de vesícula seminal, PSA detectável <2 anos, margem negativa) sugere recidiva **sistêmica** → tratamento hormonal. Tratar como sistêmica um caso de padrão local (ou vice-versa) é o erro central da prova nesse tópico."
b6a3cc5bd435d680,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,28,pivo clinico,medium,EISA_II,sequencia_terapeutica,False,"(1) O corte de PSA que indica biópsia muda com a idade: PSA 4–10 ng/ml só usa a relação livre/total <10% como critério em pacientes **>55 anos**; em pacientes **até 55 anos**, o corte é PSA >2,5 ng/ml isoladamente — aplicar o critério de livre/total fora dessa faixa etária é o erro clássico. (2) Após prostatectomia radical, recidiva bioquímica com perfil de baixo risco pré-operatório (PSA pré ≤10, Gleason <7, sem invasão de vesícula seminal, PSA detectável só após 2 anos, margem cirúrgica positiva) sugere recidiva **local** → radioterapia de resgate na loja prostática; perfil de alto risco (PSA pré >20, Gleason ≥7, invasão de vesícula seminal, PSA detectável <2 anos, margem negativa) sugere recidiva **sistêmica** → tratamento hormonal. Tratar como sistêmica um caso de padrão local (ou vice-versa) é o erro central da prova nesse tópico."
53b85b8a7da5e6bf,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,32,palavras-ancora,medium,EISA_II,dose_via_intervalo,False,"PI-RADS IV/V; sextante (12 fragmentos); NIP/PIN; ASAP; cinética de PSA (0,75 ng/ml/ano); densidade de PSA (>0,15); flare tumoral; critério ASTRO/Phoenix (nadir+2); orquiectomia subcapsular; abiraterona + prednisona; compressão medular."
77ed4ab49e79e53d,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,49,dados de precisao,medium,EISA_II,cutoff_escore_estadiamento,False,"| Indicação de biópsia por PSA | Toque suspeito; OU PSA >10 ng/ml (repetido); OU PSA 4–10 com relação livre/total <10% **em >55 anos**; OU PSA >2,5 ng/ml **em ≤55 anos**; OU cinética de PSA >0,75 ng/ml/ano | NEOPLASIA_DE_PROSTATA p.3-4 | CONFIRMADO (3 fontes convergentes) |"
63899d76e7c8c5d3,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,49,dados de precisao,medium,EISA_II,dose_via_intervalo,False,"| Indicação de biópsia por PSA | Toque suspeito; OU PSA >10 ng/ml (repetido); OU PSA 4–10 com relação livre/total <10% **em >55 anos**; OU PSA >2,5 ng/ml **em ≤55 anos**; OU cinética de PSA >0,75 ng/ml/ano | NEOPLASIA_DE_PROSTATA p.3-4 | CONFIRMADO (3 fontes convergentes) |"
7627f0692680d059,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,50,dados de precisao,medium,EISA_II,dose_via_intervalo,False,"| Cinética de PSA em uso de testosterona exógena | Tolera-se subida de até 1,4 ng/ml/ano (testosterona é hiperplasiante) | ANOTAC_O_ES_ca_ncer_de_pro_stata p.1 | CONFIRMADO (só 1 fonte B; confirmar no slide) |"
7d49e8e7fe14a473,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,53,dados de precisao,medium,EISA_II,dose_via_intervalo,False,| PSA normal não exclui câncer | 25% dos cânceres de próstata cursam com PSA <4 ng/ml | NEOPLASIA_DE_PROSTATA p.5 | CONFIRMADO |
01c0c470acf32a91,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,55,dados de precisao,medium,EISA_II,dose_via_intervalo,False,"| Antibioticoprofilaxia pré-biópsia | Levofloxacino 500mg — 1cp na noite anterior, 1cp na noite da biópsia, 1cp na noite posterior (3 doses) | Urologia_CA_NCER_DE_PRO_STATA p.4-5 | CONFIRMADO (só fontes B; confirmar no slide) |"
edf2b69097da9e7b,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,56,dados de precisao,medium,EISA_II,janela_temporal,False,| Intervalo mínimo para re-biópsia | 90 dias (até 120 dias) após a biópsia anterior | Urologia_CA_NCER_DE_PRO_STATA p.3-4 | CONFIRMADO |
92e4e0d434357579,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,57,dados de precisao,medium,EISA_II,calendario_regra_jurisdicional,False,"| Sequência de re-biópsia (SUS) | 1) padrão (12 frag.) → 2) padrão repetida ou saturação (16-20 frag.) → 3) guiada por RNM multiparamétrica com fusão → 4) RTU (colhe zona periuretral, ~10% dos CaP) | ANOTAC_O_ES_ca_ncer_de_pro_stata p.4; Urologia_CA_NCER_DE_PRO_STATA p.4 | CONFIRMADO (2 fontes B convergentes; confirmar no slide) |"
cfc68fe2e64a70ff,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,58,dados de precisao,medium,EISA_II,janela_temporal,False,"| Complicação mais comum da biópsia | Hematoespermia 9,8% (até 90 dias); disúria persistente 7,2%; hematúria 6,2%; urosepse é a mais rara (0,1%) | NEOPLASIA_DE_PROSTATA p.6-7 | CONFIRMADO (slide + 2 fontes B idênticas) |"
fdc31e6ad9c415e3,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,61,dados de precisao,medium,EISA_II,cutoff_escore_estadiamento,False,| Indicação de cintilografia óssea | Biópsia positiva **E** (PSA que indicou biópsia >20 ng/ml OU Gleason ≥7 OU dor óssea OU fosfatase alcalina elevada) | NEOPLASIA_DE_PROSTATA p.8-9 | CONFIRMADO |
d78d3d8494cb4f06,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,61,dados de precisao,medium,EISA_II,dose_via_intervalo,False,| Indicação de cintilografia óssea | Biópsia positiva **E** (PSA que indicou biópsia >20 ng/ml OU Gleason ≥7 OU dor óssea OU fosfatase alcalina elevada) | NEOPLASIA_DE_PROSTATA p.8-9 | CONFIRMADO |
3910ff464510d8ea,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,63,dados de precisao,medium,EISA_II,contraindicacao_interacao,False,"| Radioterapia — contraindicação | Mesmas indicações da PTR, EXCETO paciente com obstrução urinária (RT piora o padrão miccional) | NEOPLASIA_DE_PROSTATA p.10 | CONFIRMADO |"
e7fb4a43634b70af,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,64,dados de precisao,medium,EISA_II,dose_via_intervalo,False,| Braquiterapia — critérios | Gleason <7; próstata <60g; expectativa de vida >5 anos; sem sintomas urinários | NEOPLASIA_DE_PROSTATA p.11 | CONFIRMADO |
60540c64b508f51a,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,65,dados de precisao,medium,EISA_II,cutoff_escore_estadiamento,False,"| Observação vigilante — critérios | T1c (biópsia por PSA, não por toque); ausência de padrão 4/5 de Gleason primário; ≤3 fragmentos positivos de 12; nenhum fragmento >50% comprometido | NEOPLASIA_DE_PROSTATA p.11 | CONFIRMADO |"
acece1980e3030c2,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,66,dados de precisao,medium,EISA_II,janela_temporal,False,| Orquiectomia bilateral | Padrão-ouro do bloqueio hormonal (testosterona <50 em 4h); indicação de urgência: compressão medular aguda por metástase | NEOPLASIA_DE_PROSTATA p.11; ANOTAC_O_ES_ca_ncer_de_pro_stata p.9 | CONFIRMADO |
3a5f6510dabcd84b,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,68,dados de precisao,medium,EISA_II,dose_via_intervalo,False,| Sequência na resistência à castração | Castração (química/cirúrgica) → PSA subiu → Abiraterona (bloqueia CYP17 adrenal) + prednisona 10mg/dia → PSA subiu novamente → Quimioterapia | ANOTAC_O_ES_ca_ncer_de_pro_stata p.9 | CONFIRMADO (só fonte B; confirmar no slide) |
115dfe08cad24bfa,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,69,dados de precisao,medium,EISA_II,dose_via_intervalo,False,"| Recidiva bioquímica pós-PTR | PSA persistentemente detectável após PTR, ou elevação após período indetectável (""cut point"" 0,2–0,4 ng/ml) | NEOPLASIA_DE_PROSTATA p.13 | CONFIRMADO |"
ef695833a90c1b9a,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,70,dados de precisao,medium,EISA_II,cutoff_escore_estadiamento,False,| Perfil de recidiva local pós-PTR | PSA pré ≤10; Gleason <7; sem invasão de vesícula seminal; PSA detectável >2 anos pós-cirurgia; margem cirúrgica positiva → radioterapia na loja prostática | NEOPLASIA_DE_PROSTATA p.13-14 | CONFIRMADO |
7febf4930c141681,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,114,cards minimos,medium,EISA_II,cutoff_escore_estadiamento,False,"| Corte de PSA para indicar biópsia em ≤55 anos | PSA >2,5 ng/ml | dado |"
5d77ed022b7d3ac8,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,114,cards minimos,medium,EISA_II,dose_via_intervalo,False,"| Corte de PSA para indicar biópsia em ≤55 anos | PSA >2,5 ng/ml | dado |"
d9a32fdc097a7835,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,120,cards minimos,medium,EISA_II,contraindicacao_interacao,False,"| Por que associar antiandrogênico ao agonista de LHRH? | Evitar o ""flare tumoral"" (hiperestimulação inicial) | pegadinha |"
a73ac01b9f823cbb,A,capsule:eisa_ii:cancer_de_prostata,capsules/EISA_II/cancer_de_prostata.md,121,cards minimos,medium,EISA_II,contraindicacao_interacao,False,| Contraindicação relativa à radioterapia | Obstrução urinária | dado |
f66b7c6cd46a4540,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,24,conceito operacional minimo,high,EISA_II,cutoff_escore_estadiamento,False,"Massa testicular sólida em homem jovem é câncer até prova em contrário. O diagnóstico NUNCA passa por biópsia testicular via escrotal (risco de disseminar célula tumoral e trocar a via de drenagem linfática) — o caminho é USG de bolsa escrotal + marcadores tumorais (antes da cirurgia) + orquiectomia radical por via INGUINAL, que fornece o diagnóstico definitivo (anatomopatológico). Depois da orquiectomia, o estadiamento (TC de abdome/pelve + Rx de tórax) e a resposta dos marcadores guiam o tratamento adjuvante."
0feb89efcc3b9fa8,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,28,pivo clinico,high,EISA_II,contraindicacao_interacao,False,"(1) Biópsia testicular está contraindicada diante de massa suspeita — a via escrotal (incisão, punção, biópsia) aumenta o risco de recidiva local em mais de 7 vezes e dissemina para linfonodos inguinais (a pele escrotal drena para inguinal; o testículo drena para retroperitoneal — violar o escroto muda a rota de disseminação). (2) Alfafetoproteína (AFP) NUNCA é produzida por seminoma puro — se um ""seminoma"" cursa com AFP elevada, o correto é pedir revisão da lâmina (provável componente não seminomatoso não identificado), não aceitar o diagnóstico como está. (3) Massa residual pós-quimioterapia com marcadores NEGATIVOS vai para ressecção cirúrgica direta; massa residual com marcadores POSITIVOS indica doença sistêmica ativa e exige quimioterapia de resgate antes de qualquer cirurgia."
a307ea7885bb987d,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,53,dados de precisao,high,EISA_II,contraindicacao_interacao,False,"| Diagnóstico — o que NUNCA fazer | Biópsia testicular via escrotal — risco de disseminar célula tumoral; violação escrotal aumenta recidiva local em >7x e dissemina para linfonodos inguinais | Urologia_CA_NCER_DE_TESTI_CULO p.2, p.5; C_ncer_de_Test_culo_docx p.3 | CONFIRMADO (2 fontes convergentes) |"
7fbf0f2bbb4ee9ef,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,53,dados de precisao,high,EISA_II,cutoff_escore_estadiamento,False,"| Diagnóstico — o que NUNCA fazer | Biópsia testicular via escrotal — risco de disseminar célula tumoral; violação escrotal aumenta recidiva local em >7x e dissemina para linfonodos inguinais | Urologia_CA_NCER_DE_TESTI_CULO p.2, p.5; C_ncer_de_Test_culo_docx p.3 | CONFIRMADO (2 fontes convergentes) |"
6df23984079cee93,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,105,cards minimos,high,EISA_II,contraindicacao_interacao,False,| Conduta contraindicada em massa testicular suspeita | Biópsia/incisão via escrotal | pegadinha |
a7fba7f516fe2bcf,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,112,cards minimos,high,EISA_II,contraindicacao_interacao,False,"| Vigilância em estágio I — quando é contraindicada | Se houver fator de risco (>4cm, invasão rete testis/vascular no seminoma) | pegadinha |"
b9e60ab823f383e7,A,capsule:eisa_ii:cancer_de_testiculo,capsules/EISA_II/cancer_de_testiculo.md,119,revisao,high,EISA_II,contraindicacao_interacao,False,"- Critério de parada: nunca indicar biópsia escrotal, reconhecer AFP incompatível com seminoma puro, e condicionar a conduta de massa residual ao resultado dos marcadores em 3 casos seguidos."
2cda8cd62a715852,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,24,conceito operacional minimo,high,EISA_II,emergencia_sinal_alarme,False,"Cefaleias primárias (grupos 1-4 da ICHD, atualmente com 14 grupos) não são demonstráveis por exame; secundárias (grupos 5-14) são provocadas por doença demonstrável. Mesmo em atenção primária, onde 98% das cefaleias são primárias, a régua de decisão não é a prevalência — é a presença de sinais de alarme. O grupo 4 (cefaleias primárias ""com ressalva"": tosse, esforço, atividade sexual, trovoada, etc.) exige investigação ANTES de ser classificado como primário, apesar do nome."
3647b407477b79b8,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,28,pivo clinico,high,EISA_II,emergencia_sinal_alarme,False,"Presença de qualquer sinal de alarme (os 7 clássicos: extremos de idade, início abrupto/1ª cefaleia, atípica/pior da vida, pior à noite/ao acordar, dor progressivamente intensa, relação com decúbito, alteração no exame neurológico) muda a investigação, independente de ""parecer"" enxaqueca ou cefaleia em salvas pelo fenótipo da dor. Cefaleia thunderclap recorrente com LCR normal after TC normal aponta RCVS, não HSA nem enxaqueca."
44918c5343d27214,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,32,palavras-ancora,high,EISA_II,janela_temporal,False,"98% primário em atenção primária x 82% ainda primário em centro terciário; grupo 4 = investigar antes de rotular; thunderclap = TC → PL (após 12h) → angiografia; RCVS = thunderclap recorrente + LCR normal + vasoconstrição multifocal reversível em 12 semanas; ""não confiar apenas no fenótipo da dor""."
20a804c72f13121c,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,57,dados de precisao,high,EISA_II,emergencia_sinal_alarme,False,"| Sinais de alarme (7) | (1) infância ou >50 anos; (2) início abrupto/1ª cefaleia; (3) atípica, pior da vida; (4) pior à noite/ao acordar; (5) dor progressivamente intensa; (6) associada a decúbitos; (7) alterações no exame neurológico | Slide p.13; B confirma | CONFIRMADO (2 fontes) |"
a3d9d81211771fd7,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,95,conduta,high,EISA_II,emergencia_sinal_alarme,False,"- Inicial: anamnese dirigida aos 7 sinais de alarme; se thunderclap, TC de crânio sempre."
454cdc1a6a61ba12,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,99,conduta,high,EISA_II,emergencia_sinal_alarme,False,"- O que mudaria a decisão: presença de sinal de alarme, padrão recorrente vs isolado, frequência de uso de analgésico, idade de início."
4b9f1d66fcc71dfc,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,118,cards minimos,high,EISA_II,emergencia_sinal_alarme,False,"| 7 sinais de alarme | Idade extrema, início abrupto, atípica/pior da vida, pior à noite, dor progressiva, relação com decúbito, exame alterado | dado |"
c536c4b2b32fff66,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,98,conduta,high,EISA_II,emergencia_sinal_alarme,False,"- Diferencial perigoso: RCVS mimetizando HSA (e vice-versa) — nunca fechar HSA só pela clínica sem TC+PL, nem fechar enxaqueca só pelo fenótipo em thunderclap recorrente. - O que mudaria a decisão: presença de sinal de alarme, padrão recorrente vs isolado, frequência de uso de analgésico, idade de início."
7477324a2140e435,A,capsule:eisa_ii:coma_e_rebaixamento_do_nivel_de_consciencia,capsules/EISA_II/coma_e_rebaixamento_do_nivel_de_consciencia.md,59,dados de precisao,high,EISA_II,dose_via_intervalo,False,"| Teste de apneia (morte encefálica) | Desconectar o respirador; se pCO2 sobe acima de 55 mmHg sem resposta respiratória, confirma lesão de bulbo | Neuro_COMA p.11 | CONFIRMADO (fonte única) |"
1b14ba4c71701e57,A,capsule:eisa_ii:coma_e_rebaixamento_do_nivel_de_consciencia,capsules/EISA_II/coma_e_rebaixamento_do_nivel_de_consciencia.md,61,dados de precisao,high,EISA_II,calendario_regra_jurisdicional,False,"| Intervalo entre os 2 exames neurológicos de ME por faixa etária | >2 anos: 6h; 1-2 anos: 12h; 2 meses-1 ano: 24h; 7 dias-2 meses: 48h | Neuro_COMA p.11 | **confirmar no slide** — fonte única, é protocolo legal (resolução do CFM) sujeito a atualização periódica; não usar este valor como definitivo sem checar a resolução vigente na época da prova |"
