cluster_id,tier,tier_basis,category,occurrence_count,capsule_count,capsule_ids,risk_levels,disciplines,representative_capsule_path,representative_line_no,representative_text,cluster_key_type
d1e780942e935772,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia,medium,EISA_II,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,87,"- Diferencial perigoso: anormalidade urinária assintomática é diagnóstico de exclusão — não rotular antes de afastar ativamente nefrítica, nefrótica, ITU e outras causas. - O que mudaria a decisão: presença de dismorfismo eritrocitário muda hematúria isolada para síndrome nefrítica/glomerular; magnitude da proteinúria (>3,5g) muda o quadro de ""discreto"" para nefrótico.",num
3e6265bb798d2f3c,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:doenca_renal_na_gestacao,high,EISA_II,capsules/EISA_II/doenca_renal_na_gestacao.md,89,"- Inicial: diferenciar hipertensão arterial crônica, gestacional e pré-eclâmpsia; rastrear e tratar bacteriúria assintomática (mesmo esquema da cistite) para prevenir pielonefrite. - Definitiva: pielonefrite aguda gestacional = internar (sintomas sistêmicos, grandes complicações materno-fetais); DRC dialítica gestante = HD diária com meta de ureia <50 mg/dL; síndrome nefrótica gestacional com diagnóstico incerto = considerar biópsia preferencialmente até a 20ª semana.",num
f4cf53f8fcec5c28,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:doenca_renal_na_gestacao,high,EISA_II,capsules/EISA_II/doenca_renal_na_gestacao.md,89,"- Inicial: diferenciar hipertensão arterial crônica, gestacional e pré-eclâmpsia; rastrear e tratar bacteriúria assintomática (mesmo esquema da cistite) para prevenir pielonefrite. - Definitiva: pielonefrite aguda gestacional = internar (sintomas sistêmicos, grandes complicações materno-fetais); DRC dialítica gestante = HD diária com meta de ureia <50 mg/dL; síndrome nefrótica gestacional com diagnóstico incerto = considerar biópsia preferencialmente até a 20ª semana.",num
a287e4d7b20dda1e,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:doenca_renal_na_gestacao,high,EISA_II,capsules/EISA_II/doenca_renal_na_gestacao.md,92,"- Diferencial perigoso: HELLP syndrome mimetiza outras causas de plaquetopenia/disfunção hepática — usar os 5 critérios laboratoriais (bilirrubina, DHL, TGO, plaquetas, esquizócitos) para não perder o diagnóstico. - O que mudaria a decisão: idade gestacional (antes/depois de 20 semanas) muda risco de biópsia e interpretação de proteinúria/HAS nova; valor de creatinina basal (<1,4 / 1,4–3,0 / >3,0) muda o aconselhamento de risco em DRC prévia.",num
27ee5684ea03df76,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:doencas_neuromusculares,high,EISA_II,capsules/EISA_II/doencas_neuromusculares.md,66,| ELA — diagnóstico e tratamento | ENMG confirma; TC/RM só para exclusão de outras causas; sem cura; Riluzol 50 mg 2x/dia reduz velocidade de progressão; medidas de manutenção (fisio+fono) | Slide p.7 (imagem) | CONFIRMADO |,num
85fa66a24863a0e7,A,mixed,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:doencas_paratireoides_hiperparatireoidismo_osteoporose,high,EISA_II,capsules/EISA_II/doencas_paratireoides_hiperparatireoidismo_osteoporose.md,28,"No hiperparatireoidismo primário assintomático, a variável decisiva não é ""o paciente tem algum sintoma"" — é se ele preenche **pelo menos um dos 6 critérios objetivos de cirurgia** (cálcio, acometimento ósseo, acometimento renal, idade). No hipoparatireoidismo pós-cirúrgico, o pivô é o **valor do PTH medido no pós-operatório imediato**: PTH <10 pg/mL prediz hipoparatireoidismo permanente; PTH >10 pg/mL prediz maior chance de ser transitório. Na osteoporose, o pivô é lembrar que fratura de mão, pé, coluna cervical e crânio **não contam** como fratura de fragilidade osteoporótica.",num
2d1a748929970e43,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:doencas_paratireoides_hiperparatireoidismo_osteoporose,high,EISA_II,capsules/EISA_II/doencas_paratireoides_hiperparatireoidismo_osteoporose.md,28,"No hiperparatireoidismo primário assintomático, a variável decisiva não é ""o paciente tem algum sintoma"" — é se ele preenche **pelo menos um dos 6 critérios objetivos de cirurgia** (cálcio, acometimento ósseo, acometimento renal, idade). No hipoparatireoidismo pós-cirúrgico, o pivô é o **valor do PTH medido no pós-operatório imediato**: PTH <10 pg/mL prediz hipoparatireoidismo permanente; PTH >10 pg/mL prediz maior chance de ser transitório. Na osteoporose, o pivô é lembrar que fratura de mão, pé, coluna cervical e crânio **não contam** como fratura de fragilidade osteoporótica.",num
2bd1bbf30b3dc77a,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:doencas_paratireoides_hiperparatireoidismo_osteoporose,high,EISA_II,capsules/EISA_II/doencas_paratireoides_hiperparatireoidismo_osteoporose.md,98,"- Condição da conduta: sem intenção de melhorar DMO/baixar cálcio → sem fármaco; bisfosfonato se meta é DMO; cinacalcete se meta é baixar cálcio. - Diferencial perigoso: crise hipercalcêmica (Ca >14 mg/dL) é emergência — hidratação vigorosa antes de qualquer conduta definitiva; suspeitar de carcinoma de paratireoide se PTH>1000, Ca>14 ou massa palpável.",num
419b207f77b55c46,A,uniform,contraindicacao_interacao,2,1,capsule:eisa_ii:epilepsia_e_crises_epilepticas,high,EISA_II,capsules/EISA_II/epilepsia_e_crises_epilepticas.md,63,"| Efeito colateral — fenitoína | Vertigem, risco de queda em idosos, interação medicamentosa | Slide p.31 | CONFIRMADO |",num
c4f78ad4bdd18839,A,uniform,janela_temporal,2,2,capsule:eisa_ii:epilepsia_e_crises_epilepticas ; capsule:eisa_ii:infeccoes_sexualmente_transmissiveis,high,EISA_II,capsules/EISA_II/epilepsia_e_crises_epilepticas.md,72,| Status epilepticus — 0 a 5 min | Estabilização + SSVV + exame neurológico; ofertar O2; monitorizar; HGT (corrigir hipoglicemia); puncionar acesso venoso | Slide p.34 (conferida em imagem) | CONFIRMADO |,num
8b449fc7ee0f1da1,A,uniform,contraindicacao_interacao,2,1,capsule:eisa_ii:epilepsia_e_crises_epilepticas,high,EISA_II,capsules/EISA_II/epilepsia_e_crises_epilepticas.md,102,"- Definitiva: crise provocada/aguda sintomática → tratar a causa, sem droga anti-crise crônica; crise não provocada com critério de epilepsia preenchido → droga anti-crise crônica escolhida por tipo de crise (focal x generalizada), comorbidades, medicações contínuas e contexto sócio-cultural. - Condição da conduta: gestante muda a escolha de droga (evita valproato); idoso muda a escolha (evita carbamazepina/oxcarbazepina, fenitoína); refratariedade após anos de tratamento (30-35% dos casos) leva à investigação cirúrgica com vídeo-EEG.",num
9c7aeee50ea2b8b8,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:erisipela ; capsule:eisca:parasitoses_intestinais,high ; medium,EISA_II ; EISCA,capsules/EISA_II/erisipela.md,80,- Inicial: repouso com membro inferior elevado; limpeza mecânica da região; NÃO romper flictenas; cuidados higiênicos com os pés; investigar e tratar porta de entrada (micose interdigital com cetoconazol 200 mg/dia VO por 10 dias).,num
01c190f330944bc2,A,uniform,janela_temporal,2,2,capsule:eisa_ii:erisipela ; capsule:eisca:parasitoses_intestinais,high ; medium,EISA_II ; EISCA,capsules/EISA_II/erisipela.md,80,- Inicial: repouso com membro inferior elevado; limpeza mecânica da região; NÃO romper flictenas; cuidados higiênicos com os pés; investigar e tratar porta de entrada (micose interdigital com cetoconazol 200 mg/dia VO por 10 dias).,num
79f0eab8822a63f8,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:estado_de_mal_epileptico_sequencia_doses,high,EISA_II,capsules/EISA_II/estado_de_mal_epileptico_sequencia_doses.md,83,dos pacientes. A diferença 30 mg PE/kg (pocket card ILAE 2026) × 20 mg PE/kg,num
e6ec2f8bc012a9a6,A,mixed,cutoff_escore_estadiamento,2,2,capsule:eisa_ii:farmacoterapia_convulsoes_mecanismo_escolha ; capsule:eisa_ii:nodulos_tireoidianos_e_cancer_de_tireoide,high ; medium,EISA_II,capsules/EISA_II/farmacoterapia_convulsoes_mecanismo_escolha.md,60,"| Valproato — efeitos indesejáveis | Anorexia, náuseas, vômito; insuficiência hepática fatal (rara); risco ↑ em crianças <2 anos e politerapia | idem p.22 | CONFIRMADO |",num
9969e213598a6cd8,A,uniform,emergencia_sinal_alarme,2,1,capsule:eisa_ii:farmacoterapia_diabetes_i_nao_secretagogos,high,EISA_II,capsules/EISA_II/farmacoterapia_diabetes_i_nao_secretagogos.md,86,"- Condição da conduta: checar TFG antes de prescrever ou manter metformina, iSGLT2 ou acarbose — cada classe tem corte renal próprio. - Diferencial perigoso: acidose láctica por metformina em TFG<30 ou situações de hipóxia/hipoperfusão; cetoacidose diabética euglicêmica por iSGLT2 (glicemia pode estar só discretamente elevada, não confiar só na glicemia para descartar).",num
b2dcec159ac98ec3,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:glaucoma_e_catarata,high,EISA_II,capsules/EISA_II/glaucoma_e_catarata.md,85,"- Inicial: diante de olho vermelho doloroso + baixa súbita de visão + cefaleia + náusea/vômito, suspeitar de glaucoma agudo de ângulo fechado; **não dilatar a pupila**; medir PIO e encaminhar com urgência à Oftalmologia. - Definitiva: glaucoma crônico — tratamento medicamentoso escalonado (betabloqueador, inibidor da anidrase carbônica, análogo de prostaglandina, alfa-agonista), progredindo para laser (trabeculoplastia/iridotomia) e cirurgia (trabeculectomia/implantes) se refratário. Catarata — sempre cirúrgica (FACO+LIO ou FEC+LIO conforme dureza do núcleo), indicada quando acuidade visual cai abaixo de 20/60 ou há prejuízo funcional relevante.",num
03310685fd9fb865,A,mixed,cutoff_escore_estadiamento,2,2,capsule:eisa_ii:glomerulopatias_primarias ; capsule:eisca:rinofaringite_aguda_resfriado_comum_e_gripe,high,EISA_II ; EISCA,capsules/EISA_II/glomerulopatias_primarias.md,49,| Indicações de biópsia renal | Síndrome nefrótica ou proteinúria >1–2g/dia; IRA de causa indeterminada; alteração de creatinina sem causa evidente (principalmente com hematúria/proteinúria); acometimento renal pelo lúpus | PDF_Glomerulopatias p.8 | CONFIRMADO |,num
77a56fc7595cdb1b,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:glomerulopatias_primarias ; capsule:eisca:rinofaringite_aguda_resfriado_comum_e_gripe,high,EISA_II ; EISCA,capsules/EISA_II/glomerulopatias_primarias.md,49,| Indicações de biópsia renal | Síndrome nefrótica ou proteinúria >1–2g/dia; IRA de causa indeterminada; alteração de creatinina sem causa evidente (principalmente com hematúria/proteinúria); acometimento renal pelo lúpus | PDF_Glomerulopatias p.8 | CONFIRMADO |,num
b146e1c98d4ffb24,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:has_nefrogena_renovascular,high,EISA_II,capsules/EISA_II/has_nefrogena_renovascular.md,87,"- Definitiva: revascularização (angioplastia ± stent) na DFM; na aterosclerótica, revascularização reservada a refratariedade terapêutica, perda progressiva de função renal ou descompensação cardíaca — caso contrário, otimizar bloqueio do SRAA com monitorização de potássio e creatinina. - Condição da conduta: elevação de creatinina ≥50% após IECA/BRA muda a investigação para estenose de artéria renal; gradiente de pressão MMSS-MMII >10mmHg + ausência de pulso em MMII redireciona para coarctação de aorta.",num
c41ea3514bafeb60,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:hiperaldosteronismo_primario_feocromocitoma ; capsule:eisa_ii:hiperandrogenismo_hac_sop_tumor_virilizante,high,EISA_II,capsules/EISA_II/hiperaldosteronismo_primario_feocromocitoma.md,67,"| Eplerenona — 2ª linha, dose | 25–100 mg/dia (2x/dia) | slide p.43 | CONFIRMADO |",num
7ed3e4620440e678,A,uniform,sequencia_terapeutica,2,1,capsule:eisa_ii:hiperaldosteronismo_primario_feocromocitoma,high,EISA_II,capsules/EISA_II/hiperaldosteronismo_primario_feocromocitoma.md,101,"- Definitiva (HAP): unilateral confirmado (AVS ou exceção nomeada) → adrenalectomia laparoscópica; bilateral ou não candidato a cirurgia → antagonista de receptor mineralocorticoide (espironolactona 1ª linha). - Definitiva (FEO/PGL): cirurgia é tratamento de escolha, sempre precedida de bloqueio alfa-adrenérgico (doxazosina) por 7–14 dias.",num
f09db2687970c00c,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:hiperaldosteronismo_primario_feocromocitoma,high,EISA_II,capsules/EISA_II/hiperaldosteronismo_primario_feocromocitoma.md,104,"- Diferencial perigoso: crise catecolaminérgica precipitada por fármaco-gatilho (metoclopramida, ACTH, corticoide, betabloqueador isolado) em feocromocitoma não diagnosticado. - O que mudaria a decisão: idade <35 anos + hipocalemia espontânea + aldosterona muito alta + nódulo unilateral típico permite pular o AVS; K⁺ <3,0 mmol/L no pós-operatório de adrenalectomia autoriza adicionar KCl à hidratação.",num
265e197781c179db,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:hiperaldosteronismo_primario_feocromocitoma,high,EISA_II,capsules/EISA_II/hiperaldosteronismo_primario_feocromocitoma.md,104,"- Diferencial perigoso: crise catecolaminérgica precipitada por fármaco-gatilho (metoclopramida, ACTH, corticoide, betabloqueador isolado) em feocromocitoma não diagnosticado. - O que mudaria a decisão: idade <35 anos + hipocalemia espontânea + aldosterona muito alta + nódulo unilateral típico permite pular o AVS; K⁺ <3,0 mmol/L no pós-operatório de adrenalectomia autoriza adicionar KCl à hidratação.",num
bc286aa7c1ad0af1,A,uniform,janela_temporal,2,2,capsule:eisa_ii:hiperandrogenismo_hac_sop_tumor_virilizante ; capsule:eisa_ii:hiperplasia_adrenal_congenita,high,EISA_II,capsules/EISA_II/hiperandrogenismo_hac_sop_tumor_virilizante.md,53,| HAC forma perdedora de sal — apresentação | RN com genitália ambígua (sexo feminino); sintomas de deficiência de aldosterona em 1–2 semanas de vida (hiperK + acidose) | slide p.16 | CONFIRMADO |,num
9df3a15b0615ece7,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:hiperandrogenismo_hac_sop_tumor_virilizante ; capsule:eisa_ii:hiperplasia_adrenal_congenita,high,EISA_II,capsules/EISA_II/hiperandrogenismo_hac_sop_tumor_virilizante.md,55,| Teste da cortrosina (ACTH) | 250 mcg IV em bolus; dosar 17-OHP e cortisol após 60 min | slide p.22 | CONFIRMADO |,num
de181b77f648dac0,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:hiperfuncao_hipofisaria ; capsule:osce:osce_endocrinologia,high ; medium,EISA_II ; OSCE,capsules/EISA_II/hiperfuncao_hipofisaria.md,112,| PRL elevada + tumor grande desproporcional | Suspeitar efeito gancho → diluir amostra 1:100 | pegadinha |,num
a013f94fec06fdeb,A,uniform,janela_temporal,2,1,capsule:eisa_ii:hiperplasia_prostatica_benigna_clinica_e_tratamento,high,EISA_II,capsules/EISA_II/hiperplasia_prostatica_benigna_clinica_e_tratamento.md,84,"- Inicial: IPSS (sintomas + impacto em qualidade de vida) + toque retal + PSA; USG se suspeita de litíase vesical/hematúria; cistoscopia obrigatória se hematúria macroscópica (excluir CA de bexiga). - Definitiva: alfa-bloqueador (ação rápida, 15–90 dias, sintomas moderados/graves) ± inibidor de 5-α-redutase (só se próstata >40g, terapia combinada precoce) ± anticolinérgico/β3-agonista (predomínio de sintomas de armazenamento) ± inibidor de PDE5 (disfunção erétil associada, próstata >40g = terapia tétrade).",num
8dac833285291a69,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:hiperplasia_prostatica_benigna_clinica_e_tratamento,high,EISA_II,capsules/EISA_II/hiperplasia_prostatica_benigna_clinica_e_tratamento.md,86,"- Condição da conduta: cirurgia só em indicação absoluta (ver tabela) ou intratabilidade clínica (IPSS persistentemente alto apesar do tratamento); RTU se ≤80g, prostatectomia transvesical se >80g, Urolift se contraindicação cirúrgica/anestésica sem lobo mediano, laser se anticoagulante não pode ser suspenso.",num
235415844ef039c2,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:hiperplasia_prostatica_benigna_clinica_e_tratamento,high,EISA_II,capsules/EISA_II/hiperplasia_prostatica_benigna_clinica_e_tratamento.md,86,"- Condição da conduta: cirurgia só em indicação absoluta (ver tabela) ou intratabilidade clínica (IPSS persistentemente alto apesar do tratamento); RTU se ≤80g, prostatectomia transvesical se >80g, Urolift se contraindicação cirúrgica/anestésica sem lobo mediano, laser se anticoagulante não pode ser suspenso.",num
bfe36740fba2684b,A,uniform,sequencia_terapeutica,2,2,capsule:eisa_ii:hipopituitarismo ; capsule:eism:tept_e_tea,high ; medium,EISA_II ; EISM,capsules/EISA_II/hipopituitarismo.md,58,"| Hipotireoidismo central — seguimento | reavaliar sintomas/T4L a cada 6–8 semanas durante titulação, depois a cada 6–12 meses; alvo T4L na metade superior do intervalo de referência; coleta antes da dose diária de LT4 | slide p.26 | CONFIRMADO |",num
d55ad082a3008655,A,uniform,contraindicacao_interacao,2,2,capsule:eisa_ii:hipopituitarismo ; capsule:eism:risco_de_suicidio,high,EISA_II ; EISM,capsules/EISA_II/hipopituitarismo.md,68,| Reposição de testosterona — contraindicações | CA de mama ou próstata; nódulo/endurecimento prostático + PSA>4 (ou >3 com risco aumentado) sem avaliação urológica; hematócrito elevado; apneia do sono grave não tratada; sintomas urinários graves; ICC não controlada; IAM/AVC <6 meses; trombofilia | slide p.47 | CONFIRMADO |,num
c382b8e56e048e0b,A,uniform,contraindicacao_interacao,2,1,capsule:eisa_ii:hipotireoidismo,high,EISA_II,capsules/EISA_II/hipotireoidismo.md,95,"- Inicial: confirmar o par TSH + T4 livre (não TSH isolado); se suspeita de central, não pedir RM antes de ter os dois valores compatíveis. - Definitiva: levotiroxina (T4) em dose única diária, em jejum, 30-60 min antes do desjejum; dose por idade/comorbidade (ver tabela); nunca associar T3.",num
05cd86bfb35d3a8d,A,uniform,janela_temporal,2,1,capsule:eisa_ii:insulinoterapia_classificacao_farmacocinetica,high,EISA_II,capsules/EISA_II/insulinoterapia_classificacao_farmacocinetica.md,53,| Detemir (longa) | Início 1–4h; sem pico; duração 20–24h; aplicação 2x/dia | idem p.71 | CONFIRMADO |,num
a029efa97b1db3bf,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:insulinoterapia_no_dm1_e_dm2,high,EISA_II,capsules/EISA_II/insulinoterapia_no_dm1_e_dm2.md,95,"- Inicial (DM2, insulina virgem): escolher basal longa/ultralonga; iniciar 10U ou 0,1-0,2 U/kg/dia; ajustar 2U a cada 3 dias até meta de jejum.",num
efc14d6edb2ca77a,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:insulinoterapia_no_dm1_e_dm2,high,EISA_II,capsules/EISA_II/insulinoterapia_no_dm1_e_dm2.md,100,- O que mudaria a decisão: uso prévio de insulina ou GLP1-RA muda a dose inicial de IDegLira (10U → 16U); presença de hipoglicemia às 3h muda a direção do ajuste da dose noturna (aumentar → diminuir).,num
70724bfa9c46800a,A,uniform,janela_temporal,2,1,capsule:eisa_ii:lesao_renal_aguda_lra,high,EISA_II,capsules/EISA_II/lesao_renal_aguda_lra.md,49,"| Janela temporal LRA / doença renal aguda / DRC | LRA: até 7 dias; doença renal aguda: 7–90 dias; DRC: >90 dias | Inju_ria_renal_aguda p.1 | CONFIRMADO (fonte única explícita, coerente com definição de cronicidade de DRC de 3 meses) |",num
bd13e5308a9cbb44,A,uniform,sequencia_terapeutica,2,1,capsule:eisa_ii:litiase_urinaria,high,EISA_II,capsules/EISA_II/litiase_urinaria.md,88,"- Inicial: analgesia + antieméticos; avaliar infecção associada (se presente, desobstruir + antibiótico); terapia expulsiva com tansulosina para cálculos pequenos em ureter distal/médio; até 1cm, conduta conservadora com vigilância ativa. - Definitiva: >1cm sintomático ou intratável clinicamente → tratamento de remoção, escolhido por tamanho/localização (LECO ≤2cm; percutânea >2cm ou resistente à LECO >1000UH; ureterolitotripsia endoscópica para ureter médio/distal, primeira linha; ureterolitotripsia flexível a laser para cálculo renal ≤2cm ou proximal).",num
602bc1803dec47fb,A,uniform,contraindicacao_interacao,2,1,capsule:eisa_ii:manejo_clinico_ambulatorial_do_dm,medium,EISA_II,capsules/EISA_II/manejo_clinico_ambulatorial_do_dm.md,57,"| Situação especial — disfunção hepática | evitar metformina; se etilismo importante, evitar também sulfonilureia (risco de hipoglicemia grave/acidose lática) | Oficina p.17 | CONFIRMADO |",num
3aa2a63cc7b15818,A,mixed,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:nefropatia_diabetica,high,EISA_II,capsules/EISA_II/nefropatia_diabetica.md,24,"DRD = doença renal crônica em paciente diabético definida por albuminúria (RAC ≥30mg/g, confirmada em 2 de 3 amostras) e/ou queda da TFG, com apresentação tipicamente insidiosa e assintomática até fases avançadas. É a causa mais comum de DRC nos EUA e a 1ª/2ª causa no Brasil (atrás ou ao lado da HAS). O diagnóstico é **clínico-epidemiológico** (diabético de longa data + perda lenta e progressiva de função) — biópsia não é necessária na apresentação típica.",num
3aba423f3099eccc,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:nefropatia_diabetica,high,EISA_II,capsules/EISA_II/nefropatia_diabetica.md,24,"DRD = doença renal crônica em paciente diabético definida por albuminúria (RAC ≥30mg/g, confirmada em 2 de 3 amostras) e/ou queda da TFG, com apresentação tipicamente insidiosa e assintomática até fases avançadas. É a causa mais comum de DRC nos EUA e a 1ª/2ª causa no Brasil (atrás ou ao lado da HAS). O diagnóstico é **clínico-epidemiológico** (diabético de longa data + perda lenta e progressiva de função) — biópsia não é necessária na apresentação típica.",num
51a403d98a898768,A,mixed,cutoff_escore_estadiamento,2,2,capsule:eisa_ii:nefropatia_diabetica ; capsule:eisca:hemoglobinopatias_talassemias_doenca_falciforme,high,EISA_II ; EISCA,capsules/EISA_II/nefropatia_diabetica.md,49,| Posição epidemiológica da DRD | 1ª causa de DRC nos EUA; 1ª ou 2ª causa no Brasil (junto/atrás da HAS); >70% dos pacientes em diálise no Brasil são HAS+DM | Doenc_a_renal_do_diabetes p.1; Nefro_NEFROPATIA_DIABE p.1 | CONFIRMADO (2 fontes) |,num
be52804318c3a0ae,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:nefropatia_diabetica,high,EISA_II,capsules/EISA_II/nefropatia_diabetica.md,58,| Velocidade de progressão | Declínio fisiológico pós-40 anos: ~1mL/min/ano; na DRD: ~12mL/min/ano | Doenc_a_renal_do_diabetes p.4 | CONFIRMADO |,num
e13024d7ba0c7e73,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:nefropatia_diabetica,high,EISA_II,capsules/EISA_II/nefropatia_diabetica.md,90,"- Inicial: rastrear com RAC (DM2 ao diagnóstico; DM1 aos 5 anos) + creatinina/TFG anualmente; confirmar albuminúria em 2 de 3 amostras antes de rotular DRD; checar sinais de alarme para outra etiologia. - Definitiva: IECA/BRA em dose máxima tolerada (mesmo sem HAS, se albuminúria confirmada) → associar SGLT2i (se TFG≥20 para iniciar) → associar finerenona se albuminúria persistente e alto risco CV (TFG≥25, K<4,8); controle glicêmico intensificado (HbA1c<7%) com ajuste de hipoglicemiante pela TFG; restrição proteica moderada (0,8–1g/kg/dia) e de sódio.",num
6bf839486e442bd8,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:nefropatia_diabetica,high,EISA_II,capsules/EISA_II/nefropatia_diabetica.md,90,"- Inicial: rastrear com RAC (DM2 ao diagnóstico; DM1 aos 5 anos) + creatinina/TFG anualmente; confirmar albuminúria em 2 de 3 amostras antes de rotular DRD; checar sinais de alarme para outra etiologia. - Definitiva: IECA/BRA em dose máxima tolerada (mesmo sem HAS, se albuminúria confirmada) → associar SGLT2i (se TFG≥20 para iniciar) → associar finerenona se albuminúria persistente e alto risco CV (TFG≥25, K<4,8); controle glicêmico intensificado (HbA1c<7%) com ajuste de hipoglicemiante pela TFG; restrição proteica moderada (0,8–1g/kg/dia) e de sódio.",num
d20f5b90b8557764,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:neuroftalmologia,high,EISA_II,capsules/EISA_II/neuroftalmologia.md,28,"**Pupilas:** o eixo de raciocínio é sempre ""que nível da via está lesado e o reflexo é aferente ou eferente"". DPAR (Marcus Gunn) = lesão incompleta do nervo óptico/retina, teste da alternância luminosa mostra dilatação paradoxal ao iluminar o olho doente. Argyll Robertson = neurossífilis, dissociação luz-perto (RFM ausente, perto normal), bilateral, pupilas pequenas e irregulares. Adie = desnervação pós-ganglionar, pupila grande, RFM lento/ausente com movimento vermiforme, hipersensibilidade à pilocarpina 0,125%. Horner = lesão da via simpática, tríade ptose+miose+anidrose, confirmada com adrenalina 1:1000 (dilata e reverte ptose se a lesão for pós-ganglionar).",num
4bfe97e8c3a26c76,A,uniform,emergencia_sinal_alarme,2,1,capsule:eisa_ii:neuroftalmologia,high,EISA_II,capsules/EISA_II/neuroftalmologia.md,56,"| NOIA arterítica — tratamento | metilprednisolona IV 1g/dia por 3 dias + prednisolona oral, monitorado por PCR e VHS | slide (camada A) | CONFIRMADO |",num
175e2066709352d3,A,uniform,contraindicacao_interacao,2,1,capsule:eisa_ii:neuroftalmologia,high,EISA_II,capsules/EISA_II/neuroftalmologia.md,58,"| Teste diagnóstico da pupila de Adie | pilocarpina 0,125% — pupila normal não contrai; pupila anormal tem hipersensibilidade (contrai) | slide (camada A) | CONFIRMADO |",num
8356b16a813b42df,A,uniform,dose_via_intervalo,2,2,capsule:eisa_ii:neuroftalmologia ; capsule:eisca:atopias_na_infancia,high,EISA_II ; EISCA,capsules/EISA_II/neuroftalmologia.md,99,"| Como confirmo síndrome de Horner farmacologicamente? | Teste com adrenalina 1:1000 — se a lesão for pós-ganglionar, a pupila dilata e a ptose regride temporariamente | fato |",num
6207ec5afe16b9dd,A,mixed,cutoff_escore_estadiamento,2,2,capsule:eisa_ii:nodulos_tireoidianos_e_cancer_de_tireoide ; capsule:eisa_ii:tumores_renais_e_carcinoma_de_celulas_renais,medium,EISA_II,capsules/EISA_II/nodulos_tireoidianos_e_cancer_de_tireoide.md,24,"Nódulo tireoidiano: achado comum (maioria benigno). O fluxo é sequencial e cada etapa muda a próxima pergunta: (1) exame físico + TSH/T4L, (2) USG com doppler — sempre, se alterado ao exame físico ou achado incidental — gerando a pontuação TIRADS, (3) cintilografia SE TSH baixo (nódulo quente x frio) OU PAAF SE nódulo suspeito pelo TIRADS/tamanho, (4) conduta pelo resultado (Bethesda ou acompanhar). Câncer de tireoide é raro (1%) mas é a neoplasia endócrina maligna mais comum; a célula de origem (folicular x parafolicular) determina tudo o mais — marcador, mutação, comportamento.",num
61d0a1eafd48dbd9,A,uniform,cutoff_escore_estadiamento,2,1,capsule:eisa_ii:nodulos_tireoidianos_e_cancer_de_tireoide,medium,EISA_II,capsules/EISA_II/nodulos_tireoidianos_e_cancer_de_tireoide.md,56,"| TIRADS — categorias e corte de PAAF | TR1 (0-1pt) benigno, sem PAAF · TR2 (2pt) não suspeito, sem PAAF · TR3 (3pt) pouco suspeito, PAAF se ≥2,5cm · TR4 (4-6pt) suspeito, PAAF se ≥1,5cm · TR5 (7pt) muito suspeito, PAAF se ≥1cm | Slide p.4, conferido visualmente | CONFIRMADO |",num
0bce07b91e68c578,A,uniform,dose_via_intervalo,2,1,capsule:eisa_ii:obesidade_e_sindrome_metabolica,medium,EISA_II,capsules/EISA_II/obesidade_e_sindrome_metabolica.md,64,"| Hipotireoidismo como causa de ganho de peso | ganho discreto (3-4kg), por retenção hídrica/acúmulo de glicosaminoglicanos — NÃO causa obesidade isoladamente | Endocrino_OBESIDADE p.4 (concorda com a cápsula de Hipotireoidismo: ""ganho de peso discreto, não causa obesidade"") | CONFIRMADO |",num
