claim_id,category,occurrence_count,clinical_validity,practice_current_eligibility,normalized_statement,numeric_values,routes,population_markers,context_markers,jurisdiction_markers
candidate-claim:411402771041ac7f7f57,contraindicacao_interacao,1,pending,blocked,o pivo diagnostico e o criterio de biopsia qualquer massa de tecido mole sintomatica em crescimento maior que 5 cm ou que persista por mais de 4 a 6 semanas deve ser biopsiada — com agulha grossa ou biopsia excisional evitando agulha fina (amostragem inadequada para grau histologico) o pivo terapeutico e lembrar que sarcomas de partes moles geralmente nao sao quimiossensiveis o que torna a quimioterapia adjuvante pos-operatoria incomum diferente de outros tumores solidos em que ela e rotina,4 ; 5 ; 6 semanas,,,,
candidate-claim:78ea530f1e7374b15fd8,contraindicacao_interacao,1,pending,blocked,o pivo e o tipo especifico de crise (parcial simples/complexa generalizada de ausencia/tonico-clonica/mioclonica/atonica) — cada um tem farmaco de escolha proprio e a contraindicacao em cardiopata (fenitoina/carbamazepina/oxcarbazepina/lamotrigina) e um segundo pivo que troca a escolha independente do tipo de crise,,,,,
candidate-claim:d1d3b46df907f61f7a9c,contraindicacao_interacao,1,pending,blocked,o que nunca fazer diante de suspeita de glaucoma agudo de angulo fechado nao dilatar a pupila — pode precipitar/agravar a crise contraindicacao,,,,agudo,
candidate-claim:2cb0aacf762bef89eeb4,contraindicacao_interacao,1,pending,blocked,o que nunca fazer diante de uretrorragia + fratura de bacia sondar o paciente (pode converter lesao parcial em completa) contraindicacao,,,,,
candidate-claim:355d4977f51a7e0c9da7,contraindicacao_interacao,1,pending,blocked,objetivo do protocolo de encaminhamento prevencao quaternaria (evitar exposicao desnecessaria a especialista) dado,,,,,
candidate-claim:e88db9bc18e2b09de0e3,contraindicacao_interacao,1,pending,blocked,olanzapina/quetiapina/risperidona — doses na lactacao valores constam no resumo sem overlay farmacologico atual karen p 6 quarantined — nao usar em prescricao,6,,,,
candidate-claim:95451c6247ac65c02d4e,contraindicacao_interacao,1,pending,blocked,ordem de acesso vascular temporario jugular d > femoral > jugular e > subclavia (evitar) prioridade,,,,,
candidate-claim:968ff4eeb90ad488f626,contraindicacao_interacao,1,pending,blocked,ordem de preferencia do cateter temporario 1ª jugular interna direita 2ª femoral 3ª jugular interna esquerda 4ª subclavia (maior risco de estenose — evitar) anotac o es trs p 3 confirmado (fonte unica),3,,,,
candidate-claim:f240eb227d9988a7e3a3,contraindicacao_interacao,1,pending,blocked,orlistate 120mg 3x/dia antes das refeicoes perda de peso >11% (vs 6% placebo) no 1º ano contraindicado em nefrolitiase por oxalato de calcio reduz absorcao de vitaminas lipossoluveis (suplementar) efeitos gi em 15-30% (evitar refeicao >30% de gordura) obesidade e sind metabolica p 6 confirmado,11 ; 120mg ; 15 ; 3 ; 30 ; 6,,,,
candidate-claim:6e497602eaaa024acf21,contraindicacao_interacao,1,pending,blocked,orlistate — contraindicacao nefrolitiase por oxalato de calcio pegadinha,,,,,
candidate-claim:992681474b728c6f8119,contraindicacao_interacao,1,pending,blocked,os criterios correspondentes - inicio desconhecido nao e contraindicacao automatica pacientes selecionados,,,,,
candidate-claim:fc3f258901c7e2fe743f,contraindicacao_interacao,1,pending,blocked,palivizumabe suspenso quando apos bva comprovada por vsr no mesmo individuo/estacao contraindicacao,,,,,
candidate-claim:fd14fbd061ef7b7923cb,contraindicacao_interacao,1,pending,blocked,para evitar ganho de peso (o paciente nao quer emagrecer quer nao engordar) com peso tipicamente,,,,,
candidate-claim:9324920889d57f65d3c0,contraindicacao_interacao,1,pending,blocked,partir da 3ª recaida considerar tratamento por toda a vida - condicao da conduta nunca prescrever antidepressivo isolado em paciente bipolar (associar,,,,,
candidate-claim:594d79fbd148d1023335,contraindicacao_interacao,1,pending,blocked,pioglitazona — contraindicacao icc classes iii e iv insuficiencia hepatica gestacao risco de fratura em idosos slide p 56 confirmado,56,iv,idosos,,
candidate-claim:78a2d5194697ab1f9147,contraindicacao_interacao,1,pending,blocked,pl em suspeita de tumor de snc com hic contraindicada ate afastar hic — risco de herniacao pegadinha,,,,,
candidate-claim:781903579b0748a785e8,contraindicacao_interacao,1,pending,blocked,plano b (unidade de saude) sro 50-100 ml/kg em 4-6h na unidade suspender alimentacao exceto o aleitamento materno (mantido) vomitos ocasionais nao contraindicam (reduzir volume aumentar intervalo considerar ondansetrona) vomitos persistentes → gastroclise (sng) osce - pediatria pdf / facilita osce (1) pdf p 58 confirmado,1 ; 100 ml/kg ; 4 ; 50 ; 58 ; 6h,,,,
candidate-claim:79f6f183eb71f875a2ea,contraindicacao_interacao,1,pending,blocked,"por que associar antiandrogenico ao agonista de lhrh evitar o ""flare tumoral"" (hiperestimulacao inicial) pegadinha",,,,,
candidate-claim:4cee96934a03066d6a12,contraindicacao_interacao,1,pending,blocked,por que evitar bzd de rotina em tp potencial de abuso + desinibicao paradoxal risco,,,,,
candidate-claim:91db1a1ef33b0d8c13c2,contraindicacao_interacao,1,pending,blocked,por que nao associar bupropiona em paciente ansioso bupropiona nao age em serotonina pode piorar ansiedade — usar buspirona risco,,,,,
candidate-claim:01589dc34770b182ba42,contraindicacao_interacao,1,pending,blocked,por que nao usar amitriptilina para insonia efeitos anticolinergicos excessivos apesar da sedacao risco,,,,,
candidate-claim:bb28e58aa73b973043ad,contraindicacao_interacao,1,pending,blocked,pra (reatividade contra painel) pra 0% = menor risco de rejeicao pra 99% = contraindica o transplante anotac o es trs p 4 confirmado (fonte unica),0 ; 4 ; 99,,,,
candidate-claim:fd3ec65d620c568a22a7,contraindicacao_interacao,1,pending,blocked,pra 99% contraindica o transplante pegadinha,99,,,,
candidate-claim:09a31fd4b681cb54451e,contraindicacao_interacao,1,pending,blocked,prejuizo funcional na ausencia de episodio de mania/hipomania (o que a tornaria bipolar) fisiopatologia interacao entre vulnerabilidade genetica e estresse ambiental → desregulacao de,,,,,
candidate-claim:872b3f270319ec8ddf38,contraindicacao_interacao,1,pending,blocked,prevencao de nefropatia por contraste em drc evitar contraste hiperosmolar menor dose possivel evitar outro nefrotoxico peri-procedimento hidratacao salina antes/depois checar tfg em 48–96h drc 2024 1 p 39 (unasus 2016) confirmado,2016 ; 39 ; 48 ; 96h,,,,
candidate-claim:e1b17459f056ea38835c,contraindicacao_interacao,1,pending,blocked,problema e transferencia inadequada tecnica frequencia doenca materna/infantil medicamento especifico ou contraindicacao verdadeira,,,,,
candidate-claim:b461e79da379792be730,contraindicacao_interacao,1,pending,blocked,profilaxia — indicacoes reduzir episodios de recidiva para evitar cicatriz renal rvu graus 4 ou 5 uropatia obstrutiva ate correcao cirurgica itu de repeticao com anormalidade na usg slide p 038 confirmado,038 ; 4 ; 5,,,,
candidate-claim:3af5f2c2c2cec4ebf238,contraindicacao_interacao,1,pending,blocked,prometazina/fenergan em idoso evitar — risco de arritmia por alteracao da conducao cardiaca reservar para necessidade de grande sedacao transtornos org nicos p 3 confirmado,3,,idoso,,
candidate-claim:1bd925ddb82da7a4ff05,contraindicacao_interacao,1,pending,blocked,psicofarmaco na lactacao consultar fonte especifica nao usar lista de classe guardrail,,,,,
candidate-claim:64b4d5c5092949c5ece2,contraindicacao_interacao,1,pending,blocked,psiquiatra para ajuste em tempo habil — a medicacao nao deve ser interrompida abruptamente mesmo em esquemas de risco na gestacao (nesses casos o medico orienta/contraindica a gestacao,,,,,
candidate-claim:14ded9e6e78b31d4a265,contraindicacao_interacao,1,pending,blocked,puncao liquorica — contraindicacao obrigatorio afastar hic antes da coleta (risco de herniacao) coletar ~2 semanas apos exerese quando indicada para estadiamento p 6 p 8 confirmado,2 semanas ; 6 ; 8,,,,
candidate-claim:2889d297a972dac9aa39,contraindicacao_interacao,1,pending,blocked,"pupilas o eixo de raciocinio e sempre ""que nivel da via esta lesado e o reflexo e aferente ou eferente"" dpar (marcus gunn) = lesao incompleta do nervo optico/retina teste da alternancia luminosa mostra dilatacao paradoxal ao iluminar o olho doente argyll robertson = neurossifilis dissociacao luz-perto (rfm ausente perto normal) bilateral pupilas pequenas e irregulares adie = desnervacao pos-ganglionar pupila grande rfm lento/ausente com movimento vermiforme hipersensibilidade a pilocarpina 0,125% horner = lesao da via simpatica triade ptose+miose+anidrose confirmada com adrenalina 1:1000 (dilata e reverte ptose se a lesao for pos-ganglionar)","0,125 ; 1 ; 1000",,,,
candidate-claim:626cf88357c8a8f03d2b,contraindicacao_interacao,1,pending,blocked,qual fase ja foi tratada adequadamente e quais contraindicacoes mudam a opcao da,,,,,
candidate-claim:c999fffc83d458acab0d,contraindicacao_interacao,1,pending,blocked,quando a biopsia previa e contraindicada tumor cistico sindrome de malformacao associada lesao de dificil acesso lesoes renais bilaterais tipicas idade <7 meses contraindicacao,7 meses,,,,
candidate-claim:8fe63a9dc1c3445d9d40,contraindicacao_interacao,1,pending,blocked,quinolona sistemica pode ser usada em crianca/gestante para otite nao — contraindicada por risco de calcificacao da cartilagem de crescimento fato,,,gestante,,
candidate-claim:0a37e71e16f785a50c98,contraindicacao_interacao,1,pending,blocked,"rac (relacao albumina/creatinina) regra ""2 de 3"" kimmelstiel-wilson (nodular) glomeruloesclerose difusa hiperfiltracao declinio de 12ml/min/ano tfg e farmaco (metformina <30 sglt2 nao iniciar <20 mas pode manter) dose maxima tolerada de ieca/bra antes do sglt2i nunca ieca+bra juntos finerenona",12ml ; 2 ; 20 ; 3 ; 30,,,,
candidate-claim:d1d0f08a55adc9b6a40e,contraindicacao_interacao,1,pending,blocked,radioterapia — contraindicacao mesmas indicacoes da ptr exceto paciente com obstrucao urinaria (rt piora o padrao miccional) neoplasia de prostata p 10 confirmado,10,,,,
candidate-claim:0c6e5ed8e362d4b06daa,contraindicacao_interacao,1,pending,blocked,recomendacao eau para itu recorrente nao fazer investigacao extensa de rotina sem fatores de risco (le1b/grb) estrogenio vaginal em pos-menopausa (le1b/gra) profilaxia imunoativa em todas as idades (le1a/gra) profilaxia antimicrobiana continua/pos-coital se falha nao-antimicrobiana (le2b/grb) terapia autoadministrada de curto prazo em paciente aderente (le2b/gra ) camada a slide 28 (tabela eau) confirmado (fonte a),28,,,,
candidate-claim:ecaaf6c95971c158aab0,contraindicacao_interacao,1,pending,blocked,regra de sincronia (evitar dissinergismo) parassimpatico ativo → pudendo inativo simpatico ativo → pudendo ativo bexiga neuroge nica p 1 apostila p 153 confirmado,1 ; 153,,,,
candidate-claim:243a7c22617823eeaccb,contraindicacao_interacao,1,pending,blocked,reposicao de testosterona — contraindicacoes ca de mama ou prostata nodulo/endurecimento prostatico + psa>4 (ou >3 com risco aumentado) sem avaliacao urologica hematocrito elevado apneia do sono grave nao tratada sintomas urinarios graves icc nao controlada iam/avc <6 meses trombofilia slide p 47 confirmado,3 ; 4 ; 47 ; 6 meses,,,,
candidate-claim:acfa06e1375ecdb16e97,contraindicacao_interacao,1,pending,blocked,"restricao de sodio ada <1.500mg na/dia (3,75g sal) kdigo <2.000mg na/dia (5g sal) evitar ""sal light"" (kcl) pelo risco de hipercalemia doenc a renal do diabetes p 6 confirmado","1.500mg ; 2.000mg ; 3,75g ; 5g ; 6",,,,ada
candidate-claim:be120adfe8f6da5833c8,contraindicacao_interacao,1,pending,blocked,"restricao proteica 0,8–1g/kg/dia evitar >1,3g/kg/dia (associado a mais albuminuria queda mais rapida da tfg e maior mortalidade cv) doenc a renal do diabetes p 5 confirmado","0,8 ; 1,3g ; 1g ; 5",,,,
candidate-claim:94acc11cf62fd679db64,contraindicacao_interacao,1,pending,blocked,restringe as opcoes encefalopatas/hepatopatas evitam albendazol,,,,,
candidate-claim:a31e6628654d22708850,contraindicacao_interacao,1,pending,blocked,risco de vida iminente ou como 1ª escolha em idosos e gestantes graves - condicao da conduta nunca prescrever antidepressivo isolado sem antes descartar bipolaridade,,,gestantes ; idosos,,
candidate-claim:3e63b3d48a748f827025,contraindicacao_interacao,1,pending,blocked,rn <28 dias — cefalosporina de escolha cefotaxima (nao ceftriaxona risco de kernicterus) contraindicacao,28 dias,,rn,,
candidate-claim:172118729606b1d13d25,contraindicacao_interacao,1,pending,blocked,rnm — contraindicacoes/riscos gadolinio risco de fibrose sistemica nefrogenica se tfg <30 ml/min (nao e nefrotoxico mas fibrogenico em outros orgaos) ruim para litiase contraindicada com dispositivo metalico interno/claustrofobia nao controlada slide 20 resumo b confirmado,20 ; 30 ml,,,,
candidate-claim:6044e095ef29cbd76eba,contraindicacao_interacao,1,pending,blocked,sangue no meato uretral contraindica sondagem cega — investigar com uretrocistografia pegadinha,,,,,
candidate-claim:79295e5c6c62341daf7e,contraindicacao_interacao,1,pending,blocked,semana evitar benzodiazepinico como 1ª linha,,,,,
candidate-claim:cea6a4995d6976b55c0b,contraindicacao_interacao,1,pending,blocked,seminoma estagio i — cura ~95% vigilancia contraindicada se fator de risco presente (tumor >4cm invasao de rete testis invasao vascular) urologia ca ncer de testi culo p 6 confirmado,6 ; 95,,,,
candidate-claim:a224a6870d17805204bd,contraindicacao_interacao,1,pending,blocked,situacao especial — disfuncao hepatica evitar metformina se etilismo importante evitar tambem sulfonilureia (risco de hipoglicemia grave/acidose latica) oficina p 17 confirmado,17,,,,
candidate-claim:6ce7cbf352b919d0d47c,contraindicacao_interacao,1,pending,blocked,"situacao especial — disfuncao renal evitar metformina liraglutida glibenclamida glimepirida se clcr<30 ml/min/1,73m² ajustar dose de inibidores de dpp-4 (exceto linagliptina) se clcr<30 evitar inibidor de sglt-2 se clcr<45 oficina p 17 confirmado",1 ; 17 ; 2 ; 30 ; 30 ml ; 4 ; 45,,,,
candidate-claim:155cf8bba06dcb3cf922,contraindicacao_interacao,1,pending,blocked,situacao especial — idoso evitar sulfonilureia principalmente glibenclamida (maior risco de hipoglicemia) se necessario preferir glimepirida ou gliclazida oficina p 17 confirmado,17,,idoso,,
candidate-claim:43301aaae605e1d97495,contraindicacao_interacao,1,pending,blocked,suicidio ativo muda a escolha de classe (evitar triciclico) e pode indicar internacao,,,,,
candidate-claim:b8b35a800f7248584ab3,contraindicacao_interacao,1,pending,blocked,sulfonilureia a evitar no idoso glibenclamida (maior risco de hipoglicemia) pegadinha,,,idoso,,
candidate-claim:987313830549a343cca6,contraindicacao_interacao,1,pending,blocked,"sulfonilureias — contraindicacao tfg <30 ml/min/1,73m² insuficiencia hepatica deficiencia grave de insulina infeccao grave gestacao slide p 53 confirmado",1 ; 30 ml ; 53,,,,
candidate-claim:c0ccde90f88e3a66e65c,contraindicacao_interacao,1,pending,blocked,sulfonilureias — contraindicacoes gravidez (exceto glibenclamida) lactacao (exceto glibenclamida e glipizida) insuficiencia hepatica ou renal significativa idem p 13 confirmado,13,,gravidez,,
candidate-claim:61472ff5e186fc7f1d55,contraindicacao_interacao,1,pending,blocked,sulfonilureias — efeitos indesejaveis hipoglicemia ↑peso 1–4 kg nauseas/vomitos hipersensibilidade idem p 11 confirmado,1 ; 11 ; 4 kg,,,,
candidate-claim:6a62713a6b6e9e138867,contraindicacao_interacao,1,pending,blocked,tecnica de biopsia recomendada agulha grossa ou biopsia excisional evitar agulha fina sarcoma de partes moles p 1 confirmado,1,,,,
candidate-claim:efe905fa263aa4b743ab,contraindicacao_interacao,1,pending,blocked,terapia combinada t4+t3 nao usar — sem evidencia de vantagem sobre lt4 isolada hipotireoidismo 2025.1 p 47 (sbem 2022) confirmado,1 ; 2022 ; 47,,,,
candidate-claim:79a26b6f2e8703708194,contraindicacao_interacao,1,pending,blocked,terapia t4+t3 combinada nao usar — sem evidencia de vantagem pegadinha,,,,,
candidate-claim:538b5552d4b81020a2c4,contraindicacao_interacao,1,pending,blocked,"teste cutaneo intradermico — contraindicacao contraindicado em suspeita de alergia alimentar pelo risco de reacao anafilatica so o teste por puntura e seguro nesse contexto atopias wilma viviane pdf secao ""exames — in vivo"" (nao detalhado no slide a) confirmar no slide",,,,,
candidate-claim:ec4187b27544015370ef,contraindicacao_interacao,1,pending,blocked,"teste diagnostico da pupila de adie pilocarpina 0,125% — pupila normal nao contrai pupila anormal tem hipersensibilidade (contrai) slide (camada a) confirmado","0,125",,,,
candidate-claim:f211a3d519e5ab8d0279,contraindicacao_interacao,1,pending,blocked,teste intradermico contraindicado em alergia alimentar adrenalina,,,,,
candidate-claim:c14e23b7dff5c4f1aa7e,contraindicacao_interacao,1,pending,blocked,teste intradermico contraindicado em qual suspeita alergia alimentar (risco de reacao anafilatica) — puntura continua segura contraindicacao,,,,,
candidate-claim:cb5e6b07951a753c959f,contraindicacao_interacao,1,pending,blocked,toast 1-5 nascet (leve <50% moderada 50-69% grave >70%) sintomatico = ait/avc no territorio carotideo correspondente cha₂ds₂-vasc ≥2 = anticoagular has-bled ≥3 = alto risco de sangramento (nao e contraindicacao automatica) endarterectomia x angioplastia,1 ; 2 ; 3 ; 5 ; 50 ; 69 ; 70,,,,
candidate-claim:3ea836ce56d6eedfcef7,contraindicacao_interacao,1,pending,blocked,topiramato bloqueio na+/k+ potencializacao gabaergica bloqueio ampa glaucoma agudo de angulo fechado contraindicado em glaucoma ou calculo renal idem p 29 confirmado,29,,,agudo,
candidate-claim:f3ffe15c541a76ae7cb5,contraindicacao_interacao,1,pending,blocked,topiramato — contraindicacao oftalmologica glaucoma (risco de glaucoma agudo de angulo fechado) contraindicacao,,,,agudo,
candidate-claim:05c4aff7fa604fc646e7,contraindicacao_interacao,1,pending,blocked,transfusao de troca no priapismo contraindicada/questionada — risco de sindrome de aspen (avc) pegadinha,,,,,
candidate-claim:644653b0958e206b2c83,contraindicacao_interacao,1,pending,blocked,tratados por exame positivo - condicao da conduta idade <1 ano contraindica terapia empirica 1-2 anos,1 ; 2 anos,,,,
candidate-claim:d7c1163659001edb9477,contraindicacao_interacao,1,pending,blocked,tratamento definitivo da catarata sempre cirurgico (faco+lio ou fec+lio) — nao ha tratamento clinico curativo contraindicacao,,,,,
candidate-claim:642383e7ccec1891c2bc,contraindicacao_interacao,1,pending,blocked,tratamento — antitermico/analgesico paracetamol (uso prolongado pode causar vomitos) dipirona ibuprofeno (ex alivium) aas — nao usar risco de sindrome de reye slide p 018 confirmado,018,,,,
candidate-claim:71aac2c31eb2e2bc343d,contraindicacao_interacao,1,pending,blocked,trauma de uretra contraindicacao absoluta de sondagem (pode converter lesao parcial em completa) posterior (mais comum 70% associada a fratura de bacia) → uretrocistografia tratamento com cistostomia + correcao tardia (3 meses) anterior (associada a fratura de penis) → uretrografia reparo/desbridamento ou exploracao cirurgica osce pdf ~p 31 / facilita osce (1) pdf p 47 confirmado,1 ; 3 meses ; 31 ; 47 ; 70,,,,
candidate-claim:18444d1bd4c6fceb17f5,contraindicacao_interacao,1,pending,blocked,urografia excretora contraste ev com radiografias seriadas indicacoes litiase renal avaliar alteracao anatomica exige boa ingesta hidrica pos-exame contraindicada/limitada por funcao renal slide 7 confirmado,7,ev,,,
candidate-claim:510e9d9a1786c5afc5e4,contraindicacao_interacao,1,pending,blocked,usg renal doppler renal urografia excretora uretrocistografia miccional rvu tc padrao-ouro angio-tc arteria renal acessoria arteriografia renal rnm gadolinio fibrose sistemica nefrogenica cintilografia dtpa/dmsa biopsia renal contraindicacao de biopsia,,,,,
candidate-claim:d822a4e26fd4ca75ff6f,contraindicacao_interacao,1,pending,blocked,uso de corticoide no avch conservador citado como benefico em 1 das 3 fontes (edine medeiros) neurologia avch 1 p 5 nao confirmado / suspeito — fonte unica e diretrizes atuais (aha/asa) classificam corticoide como sem beneficio e potencialmente prejudicial no avch nao usar como resposta padrao tratar como possivel imprecisao de anotacao de aula,1 ; 3 ; 5,,,,aha ; asa
candidate-claim:73077c077563fbde3f9a,contraindicacao_interacao,1,pending,blocked,valproato 30–40 mg/kg max 3.000 mg em 10–20 min evitar quando contraindicado inclusive contextos hepaticos/gestacionais relevantes,10 ; 20 min ; 3.000 mg ; 30 ; 40 mg/kg,,,,
candidate-claim:53b3eabe93fc42b46858,contraindicacao_interacao,1,pending,blocked,valproato — fatores que ↑ risco de hepatotoxicidade fatal idade <2 anos + politerapia contraindicacao,2 anos,,,,
candidate-claim:f9aa15c4e0febe1a592a,contraindicacao_interacao,1,pending,blocked,vigilancia em estagio i — quando e contraindicada se houver fator de risco (>4cm invasao rete testis/vascular no seminoma) pegadinha,,,,,
candidate-claim:2fbf208f80705cb10eb1,contraindicacao_interacao,1,pending,blocked,wake-up stroke exclui ivt nao automaticamente pode haver selecao por imagem contraindicacao,,,,,
candidate-claim:aec088282dcf7604a8c9,contraindicacao_interacao,1,pending,blocked,"zona central/transicao x zona periferica dht 5-α-redutase ipss psa livre/total <10% rtu ≤80g prostatectomia transvesical >80g urolift (contraindicado em lobo mediano) terapia dos ""2 t's"" (tansulosina + tadalafila) doxazosina x hipotensao postural",10 ; 2 ; 5 ; 80g,,,,
candidate-claim:278a0c262ab1849d14ac,contraindicacao_interacao,1,pending,blocked,“associar fenitoina ou valproato se convulsao” consta no material fonte curricular quarantined — interacao/conduta exige avaliacao individual,,,,,
candidate-claim:2e344b1b4501ff45ce68,contraindicacao_interacao,1,pending,blocked,≥2 crises ≥24h ou 1 crise + risco ≥60% em 10 anos crise provocada x nao provocada eeg confirma em 90% carbamazepina (focal) x acido valproico (generalizada) gestante evita valproato idoso evita carbamazepina status epilepticus 0-5-20-40-60min,0 ; 1 ; 10 anos ; 2 ; 20 ; 24h ; 40 ; 5 ; 60 ; 60min ; 90,,gestante ; idoso,,
candidate-claim:046739d86077fa2750cb,cutoff_escore_estadiamento,1,pending,blocked,"""branca"" congestao espessamento mucosa >4mm otite sintomas + evidencia de",,,,,
candidate-claim:aba8cd8cc73e0282d6ba,cutoff_escore_estadiamento,1,pending,blocked,"""doencas neuromusculares"" cobre >40 patologias que afetam o circuito nervo→fenda sinaptica→musculo neuropatias (nervo — ex neuropatia diabetica guillain-barre ela/elp) miastenias (fenda — miastenia gravis) e miopatias (musculo — distrofia de duchenne neuromiopatia do doente critico) o nivel anatomico acometido e reconhecido pelo padrao de reflexos e pela distribuicao/evolucao da fraqueza nao pela ""fraqueza"" isoladamente",40,,,,
candidate-claim:49248367a6e320c85a40,cutoff_escore_estadiamento,1,pending,blocked,"(1) o corte de psa que indica biopsia muda com a idade psa 4–10 ng/ml so usa a relacao livre/total <10% como criterio em pacientes >55 anos em pacientes ate 55 anos o corte e psa >2,5 ng/ml isoladamente — aplicar o criterio de livre/total fora dessa faixa etaria e o erro classico (2) apos prostatectomia radical recidiva bioquimica com perfil de baixo risco pre-operatorio (psa pre ≤10 gleason <7 sem invasao de vesicula seminal psa detectavel so apos 2 anos margem cirurgica positiva) sugere recidiva local → radioterapia de resgate na loja prostatica perfil de alto risco (psa pre >20 gleason ≥7 invasao de vesicula seminal psa detectavel <2 anos margem negativa) sugere recidiva sistemica → tratamento hormonal tratar como sistemica um caso de padrao local (ou vice-versa) e o erro central da prova nesse topico","1 ; 10 ; 10 ng/ml ; 2 ; 2 anos ; 2,5 ng/ml ; 20 ; 4 ; 55 anos ; 7",,,,
candidate-claim:1e872f1f796536b2153b,cutoff_escore_estadiamento,1,pending,blocked,(1) ulcera peniana persistente (>4–6 semanas) nunca fecha donovanose de cara — as duas unicas doencas que se apresentam como ulcera persistente sao donovanose e carcinoma de penis biopsiar e obrigatorio antes de rotular (2) uretrite (qualquer uma) sempre trata as duas isoformas juntas no mesmo esquema (ceftriaxona 1g im + azitromicina 1g vo dose unica) — nao e ciprofloxacino como primeira linha e ceftriaxona como resgate esse protocolo antigo aparece em resumo de aluno e esta desatualizado frente ao slide do professor (3) dor testicular aguda sempre faz usg doppler antes de tratar como orquiepididimite para excluir torcao — mesmo com prodromo de disuria sugerindo infeccao,1 ; 1g ; 2 ; 3 ; 4 ; 6 semanas,im ; vo,,aguda ; primeira linha,
candidate-claim:da9d866ff46bf2323daa,cutoff_escore_estadiamento,1,pending,blocked,(2x) para tratamento ambulatorial em >2 meses sem sinais de gravidade,2 meses,,,,
candidate-claim:cca705bbeb0b7a4ebd4a,cutoff_escore_estadiamento,1,pending,blocked,(<5 anos) deve levantar suspeita de causa monogenica,5 anos,,,,
candidate-claim:b9e317dbfe9ce7e9e568,cutoff_escore_estadiamento,1,pending,blocked,"(aidpi/oms basta 1 sinal para ""pneumonia grave"") outro pivo em <2 meses",1 ; 2 meses,,,,oms
candidate-claim:2daa6f0b642480d55fcc,cutoff_escore_estadiamento,1,pending,blocked,(intoxicacao abstinencia doenca clinica) deve ser sempre descartado antes de fechar o diagnostico psiquiatrico primario — psicose de inicio em pessoa >40 anos sem historia previa,40 anos,,,,
candidate-claim:b689dac5e0f4a931fa57,cutoff_escore_estadiamento,1,pending,blocked,(limiar conforme diretriz usada) manutencao do status hidrico minimo,,,,,
candidate-claim:122d640136c547a0fda3,cutoff_escore_estadiamento,1,pending,blocked,(rastreio clinico considerar exame de imagem se atipia inicio >40 anos sinais neurologicos,40 anos,,,,
candidate-claim:5319fda2bcfc1067d283,cutoff_escore_estadiamento,1,pending,blocked,(tcap) o peso corporal e o terceiro eixo anorexia = baixo (<85% do imc esperado) bulimia = normal,85,,,,
candidate-claim:7df2590e05de632f99ce,cutoff_escore_estadiamento,1,pending,blocked,- comando 3 quando o apgar deve ser calculado,3,,,,
candidate-claim:678a262e31a4024278f6,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta <2 meses = sempre grave = sempre internar,2 meses,,,,
candidate-claim:e968eb91fcfeb6c3177f,cutoff_escore_estadiamento,1,pending,blocked,"- condicao da conduta apos cistectomia checar os 3 criterios de neobexiga ileal (uretra livre tgi integro cr <2,5) antes de escolher entre neobexiga (padrao-ouro se os 3 forem satisfeitos) e bricker (se falhar qualquer um)","2,5 ; 3",,,,
candidate-claim:d14937940d493ac1ca7c,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta biopsia indicada quando massa sintomatica em crescimento >5cm ou persistente >4–6 semanas,4 ; 6 semanas,,,,
candidate-claim:834db0b06e23415cf7c2,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta biopsia previa so e indicada em caso de duvida diagnostica real e mesmo assim esta contraindicada se tumor cistico sindrome de malformacao associada lesao de dificil acesso lesoes bilaterais tipicas ou idade <7 meses (nesses casos nefrectomia direta),7 meses,,,,
candidate-claim:b5226690362eac1e4d9b,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta cefaleia thunderclap trata-se como hsa ate investigacao completa (tc + lcr se necessario) excluir se tudo normal reclassificar como cefaleia em trovoada primaria - diferencial perigoso hsa meningite tumor cerebral arterite temporal (>50a com amaurose/claudicacao mandibular) hipertensao intracraniana glaucoma agudo (dor ocular unilateral) — todos mimetizam cefaleia primaria na apresentacao inicial,,,,agudo,
candidate-claim:01e195d07cb18fcfa2f1,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta cirurgia so em indicacao absoluta (ver tabela) ou intratabilidade clinica (ipss persistentemente alto apesar do tratamento) rtu se ≤80g prostatectomia transvesical se >80g urolift se contraindicacao cirurgica/anestesica sem lobo mediano laser se anticoagulante nao pode ser suspenso,80g,,,,
candidate-claim:44aba8a8740b11678373,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta decisao de extubacao deve ser tomada pela equipe apos constatar estabilidade clinica/hemodinamica drive respiratorio regular e reatividade comportamental minima — nao por tempo fixo de ventilacao isolado - diferencial perigoso falha de extubacao esta associada a maior morbimortalidade — fatores preditivos (apgar baixo no 5º minuto prematuridade maior tempo de vpm) devem ser considerados antes de extubar nao apenas apos a falha,,,,,
candidate-claim:6de7a317bdfe523fc382,cutoff_escore_estadiamento,1,pending,blocked,- condicao da conduta descongestionante nasal topico so se > 2 anos obstrucao importante e sem melhora rapida por no maximo 5 dias nunca aas antitussigeno desaconselhavel antibiotico so se houver complicacao bacteriana documentada (fora do escopo desta capsula),2 anos ; 5 dias,,,,
